Date,Open,High,Low,Close,Volume,Adj Close
2016-07-05,1466000.00,1475000.00,1462000.00,1469000.00,157400,1469000.00
2016-07-04,1464000.00,1474000.00,1451000.00,1466000.00,159900,1466000.00
2016-07-01,1427000.00,1479000.00,1427000.00,1466000.00,287800,1466000.00
2016-06-30,1408000.00,1445000.00,1397000.00,1425000.00,273400,1425000.00
2016-06-29,1408000.00,1412000.00,1391000.00,1396000.00,210500,1396000.00
2016-06-28,1390000.00,1404000.00,1379000.00,1399000.00,214300,1398000.02
2016-06-27,1400000.00,1405000.00,1385000.00,1398000.00,236700,1397000.74
2016-06-24,1445000.00,1445000.00,1360000.00,1400000.00,411000,1398999.31
2016-06-23,1444000.00,1445000.00,1427000.00,1430000.00,225100,1428977.87
2016-06-22,1446000.00,1450000.00,1431000.00,1445000.00,178900,1443967.14
2016-06-21,1432000.00,1449000.00,1426000.00,1448000.00,200400,1446965.00
2016-06-20,1427000.00,1448000.00,1426000.00,1431000.00,270300,1429977.15
2016-06-17,1410000.00,1435000.00,1410000.00,1426000.00,328300,1424980.73
2016-06-16,1413000.00,1417000.00,1395000.00,1409000.00,292400,1407992.88
2016-06-15,1385000.00,1416000.00,1383000.00,1413000.00,306600,1411990.02
2016-06-14,1371000.00,1386000.00,1369000.00,1380000.00,245400,1379013.61
2016-06-13,1396000.00,1396000.00,1362000.00,1371000.00,304900,1370020.04
2016-06-10,1424000.00,1425000.00,1404000.00,1406000.00,289600,1404995.02
2016-06-09,1408000.00,1430000.00,1406000.00,1430000.00,515300,1428977.87
2016-06-08,1419000.00,1419000.00,1389000.00,1406000.00,376100,1404995.02
2016-06-07,1386000.00,1402000.00,1380000.00,1398000.00,462800,1397000.74
2016-06-06,1377000.00,1377000.00,1377000.00,1377000.00,000,1376015.75
2016-06-03,1370000.00,1379000.00,1364000.00,1377000.00,341300,1376015.75
2016-06-02,1350000.00,1372000.00,1346000.00,1365000.00,476100,1364024.33
2016-06-01,1298000.00,1341000.00,1295000.00,1333000.00,470000,1332047.20
2016-05-31,1280000.00,1300000.00,1268000.00,1292000.00,1250500,1291076.51
2016-05-30,1297000.00,1297000.00,1274000.00,1280000.00,206300,1279085.08
2016-05-27,1300000.00,1301000.00,1273000.00,1282000.00,274800,1281083.65
2016-05-26,1299000.00,1303000.00,1295000.00,1296000.00,253000,1295073.65
2016-05-25,1283000.00,1298000.00,1274000.00,1295000.00,237200,1294074.36
2016-05-24,1286000.00,1289000.00,1268000.00,1271000.00,208600,1270091.52
2016-05-23,1269000.00,1286000.00,1269000.00,1286000.00,162200,1285080.79
2016-05-20,1270000.00,1280000.00,1269000.00,1269000.00,159200,1268092.95
2016-05-19,1268000.00,1277000.00,1266000.00,1270000.00,200200,1269092.23
2016-05-18,1264000.00,1271000.00,1255000.00,1268000.00,183300,1267093.66
2016-05-17,1249000.00,1265000.00,1249000.00,1264000.00,183600,1263096.52
2016-05-16,1253000.00,1263000.00,1247000.00,1248000.00,234400,1247107.96
2016-05-13,1281000.00,1281000.00,1251000.00,1253000.00,245600,1252104.38
2016-05-12,1292000.00,1292000.00,1275000.00,1281000.00,152300,1280084.37
2016-05-11,1296000.00,1299000.00,1287000.00,1292000.00,176600,1291076.51
2016-05-10,1299000.00,1300000.00,1288000.00,1296000.00,171100,1295073.65
2016-05-09,1290000.00,1300000.00,1285000.00,1299000.00,274300,1298071.50
2016-05-06,1290000.00,1290000.00,1290000.00,1290000.00,000,1289077.94
2016-05-05,1290000.00,1290000.00,1290000.00,1290000.00,000,1289077.94
2016-05-04,1272000.00,1290000.00,1262000.00,1290000.00,294000,1289077.94
2016-05-03,1267000.00,1270000.00,1256000.00,1261000.00,158000,1260098.66
2016-05-02,1247000.00,1262000.00,1245000.00,1250000.00,140500,1249106.53
2016-04-29,1260000.00,1267000.00,1242000.00,1245000.00,325000,1244110.10
2016-04-28,1300000.00,1300000.00,1261000.00,1265000.00,293000,1264095.80
2016-04-27,1294000.00,1300000.00,1286000.00,1300000.00,165900,1299070.79
2016-04-26,1285000.00,1305000.00,1283000.00,1296000.00,166900,1295073.65
2016-04-25,1285000.00,1285000.00,1271000.00,1281000.00,91900,1280084.37
2016-04-22,1294000.00,1294000.00,1277000.00,1280000.00,114800,1279085.08
2016-04-21,1300000.00,1301000.00,1288000.00,1294000.00,145000,1293075.08
2016-04-20,1282000.00,1300000.00,1282000.00,1299000.00,171900,1298071.50
2016-04-19,1294000.00,1296000.00,1283000.00,1288000.00,144700,1287079.36
2016-04-18,1295000.00,1305000.00,1292000.00,1299000.00,128400,1298071.50
2016-04-15,1309000.00,1310000.00,1290000.00,1300000.00,136500,1299070.79
2016-04-14,1300000.00,1302000.00,1289000.00,1300000.00,335300,1299070.79
2016-04-13,1275000.00,1275000.00,1275000.00,1275000.00,000,1274088.66
2016-04-12,1270000.00,1281000.00,1266000.00,1275000.00,134000,1274088.66
2016-04-11,1246000.00,1271000.00,1246000.00,1266000.00,120600,1265095.09
2016-04-08,1269000.00,1269000.00,1240000.00,1246000.00,251800,1245109.39
2016-04-07,1300000.00,1300000.00,1258000.00,1269000.00,258700,1268092.95
2016-04-06,1269000.00,1291000.00,1268000.00,1285000.00,184200,1284081.51
2016-04-05,1299000.00,1299000.00,1260000.00,1260000.00,236300,1259099.38
2016-04-04,1279000.00,1305000.00,1279000.00,1305000.00,188000,1304067.21
2016-04-01,1299000.00,1309000.00,1271000.00,1279000.00,271100,1278085.80
2016-03-31,1306000.00,1314000.00,1298000.00,1312000.00,382600,1311062.21
2016-03-30,1310000.00,1321000.00,1302000.00,1308000.00,267600,1307065.07
2016-03-29,1294000.00,1300000.00,1285000.00,1290000.00,172400,1289077.94
2016-03-28,1288000.00,1300000.00,1288000.00,1294000.00,121200,1293075.08
2016-03-25,1283000.00,1290000.00,1278000.00,1288000.00,143400,1287079.36
2016-03-24,1279000.00,1290000.00,1266000.00,1282000.00,218700,1281083.65
2016-03-23,1269000.00,1279000.00,1262000.00,1279000.00,197400,1278085.80
2016-03-22,1267000.00,1279000.00,1262000.00,1269000.00,202800,1268092.95
2016-03-21,1274000.00,1279000.00,1258000.00,1267000.00,181100,1266094.38
2016-03-18,1278000.00,1278000.00,1263000.00,1273000.00,225300,1272090.09
2016-03-17,1265000.00,1296000.00,1257000.00,1263000.00,246800,1262097.23
2016-03-16,1256000.00,1263000.00,1253000.00,1256000.00,146800,1255102.24
2016-03-15,1255000.00,1264000.00,1246000.00,1253000.00,172800,1252104.38
2016-03-14,1267000.00,1273000.00,1249000.00,1255000.00,217100,1254102.95
2016-03-11,1225000.00,1253000.00,1216000.00,1249000.00,267200,1248107.24
2016-03-10,1208000.00,1236000.00,1201000.00,1225000.00,283500,1224124.40
2016-03-09,1188000.00,1199000.00,1177000.00,1194000.00,183300,1193146.55
2016-03-08,1223000.00,1224000.00,1186000.00,1192000.00,216200,1191147.98
2016-03-07,1220000.00,1231000.00,1215000.00,1223000.00,131300,1222125.83
2016-03-04,1220000.00,1228000.00,1202000.00,1215000.00,201400,1214131.54
2016-03-03,1213000.00,1220000.00,1202000.00,1220000.00,218900,1219127.97
2016-03-02,1200000.00,1207000.00,1196000.00,1197000.00,236300,1196144.41
2016-03-01,1178000.00,1178000.00,1178000.00,1178000.00,000,1177157.99
2016-02-29,1179000.00,1194000.00,1176000.00,1178000.00,288600,1177157.99
2016-02-26,1180000.00,1187000.00,1172000.00,1172000.00,177300,1171162.28
2016-02-25,1172000.00,1187000.00,1172000.00,1179000.00,133600,1178157.28
2016-02-24,1178000.00,1179000.00,1161000.00,1172000.00,140400,1171162.28
2016-02-23,1179000.00,1189000.00,1173000.00,1181000.00,147600,1180155.85
2016-02-22,1190000.00,1192000.00,1166000.00,1175000.00,174800,1174160.13
2016-02-19,1187000.00,1195000.00,1174000.00,1190000.00,176800,1189149.41
2016-02-18,1203000.00,1203000.00,1178000.00,1187000.00,222400,1186151.56
2016-02-17,1179000.00,1201000.00,1169000.00,1185000.00,246000,1184152.99
2016-02-16,1158000.00,1179000.00,1157000.00,1168000.00,180400,1167165.14
2016-02-15,1154000.00,1160000.00,1144000.00,1154000.00,183100,1153175.15
2016-02-12,1130000.00,1151000.00,1122000.00,1130000.00,256200,1129192.30
2016-02-11,1118000.00,1137000.00,1118000.00,1130000.00,305200,1129192.30
2016-02-10,1164000.00,1164000.00,1164000.00,1164000.00,000,1163168.00
2016-02-09,1164000.00,1164000.00,1164000.00,1164000.00,000,1163168.00
2016-02-08,1164000.00,1164000.00,1164000.00,1164000.00,000,1163168.00
2016-02-05,1156000.00,1169000.00,1156000.00,1164000.00,188000,1163168.00
2016-02-04,1150000.00,1161000.00,1148000.00,1156000.00,247900,1155173.72
2016-02-03,1150000.00,1152000.00,1137000.00,1146000.00,174500,1145180.86
2016-02-02,1161000.00,1166000.00,1147000.00,1156000.00,166300,1155173.72
2016-02-01,1152000.00,1163000.00,1151000.00,1163000.00,259900,1162168.71
2016-01-29,1140000.00,1150000.00,1116000.00,1150000.00,436900,1149178.00
2016-01-28,1164000.00,1168000.00,1139000.00,1145000.00,315900,1144181.58
2016-01-27,1126000.00,1175000.00,1126000.00,1175000.00,276200,1174160.13
2016-01-26,1155000.00,1157000.00,1136000.00,1137000.00,152300,1136187.30
2016-01-25,1172000.00,1176000.00,1156000.00,1162000.00,159900,1161169.43
2016-01-22,1145000.00,1168000.00,1145000.00,1168000.00,147500,1167165.14
2016-01-21,1133000.00,1155000.00,1125000.00,1131000.00,190300,1130191.59
2016-01-20,1160000.00,1160000.00,1132000.00,1138000.00,167000,1137186.58
2016-01-19,1128000.00,1171000.00,1128000.00,1171000.00,207200,1170162.99
2016-01-18,1088000.00,1133000.00,1088000.00,1126000.00,320200,1125195.16
2016-01-15,1140000.00,1152000.00,1124000.00,1132000.00,209400,1131190.87
2016-01-14,1131000.00,1142000.00,1131000.00,1138000.00,209000,1137186.58
2016-01-13,1153000.00,1159000.00,1148000.00,1148000.00,143300,1147179.43
2016-01-12,1148000.00,1166000.00,1144000.00,1146000.00,206200,1145180.86
2016-01-11,1156000.00,1166000.00,1146000.00,1152000.00,241200,1151176.57
2016-01-08,1163000.00,1186000.00,1163000.00,1171000.00,257700,1170162.99
2016-01-07,1166000.00,1183000.00,1151000.00,1163000.00,282300,1162168.71
2016-01-06,1208000.00,1208000.00,1168000.00,1175000.00,366700,1174160.13
2016-01-05,1202000.00,1218000.00,1186000.00,1208000.00,216000,1207136.55
2016-01-04,1260000.00,1260000.00,1205000.00,1205000.00,306900,1204138.69
2016-01-01,1260000.00,1260000.00,1260000.00,1260000.00,000,1259099.38
2015-12-31,1260000.00,1260000.00,1260000.00,1260000.00,000,1259099.38
2015-12-30,1260000.00,1272000.00,1254000.00,1260000.00,203900,1259099.38
2015-12-29,1265000.00,1266000.00,1241000.00,1254000.00,232900,1253103.67
2015-12-28,1285000.00,1289000.00,1266000.00,1266000.00,227200,1245109.34
2015-12-25,1285000.00,1285000.00,1285000.00,1285000.00,000,1263795.82
2015-12-24,1295000.00,1300000.00,1285000.00,1285000.00,156100,1263795.82
2015-12-23,1292000.00,1299000.00,1282000.00,1295000.00,207100,1273630.81
2015-12-22,1280000.00,1292000.00,1267000.00,1292000.00,206100,1270680.31
2015-12-21,1278000.00,1285000.00,1261000.00,1280000.00,160400,1258878.33
2015-12-18,1265000.00,1288000.00,1264000.00,1278000.00,168300,1256911.33
2015-12-17,1301000.00,1308000.00,1275000.00,1290000.00,174600,1268713.31
2015-12-16,1278000.00,1310000.00,1278000.00,1299000.00,207900,1277564.80
2015-12-15,1261000.00,1280000.00,1260000.00,1277000.00,175400,1255927.83
2015-12-14,1273000.00,1273000.00,1255000.00,1261000.00,222800,1240191.85
2015-12-11,1283000.00,1295000.00,1272000.00,1284000.00,206700,1262812.32
2015-12-10,1263000.00,1293000.00,1263000.00,1283000.00,303800,1261828.82
2015-12-09,1262000.00,1275000.00,1262000.00,1263000.00,181800,1242158.85
2015-12-08,1262000.00,1272000.00,1262000.00,1262000.00,138300,1241175.35
2015-12-07,1269000.00,1275000.00,1262000.00,1262000.00,196100,1241175.35
2015-12-04,1275000.00,1280000.00,1267000.00,1269000.00,192700,1248059.84
2015-12-03,1295000.00,1297000.00,1286000.00,1290000.00,166600,1268713.31
2015-12-02,1321000.00,1322000.00,1294000.00,1300000.00,229600,1278548.30
2015-12-01,1294000.00,1322000.00,1288000.00,1321000.00,252100,1299201.77
